vintage,grade,dr_12m,dr_24m,dr_36m,prepayment_rate,loan_count
2015Q1,G,0.23717948717948717,0.4017094017094017,0.4829059829059829,0.4636752136752137,468.0
2015Q2,A,0.014389767276603304,0.04097826730621188,0.05844732634570972,0.5275063658435483,16887.0
2015Q2,B,0.035485592315901815,0.09333866951262895,0.13091426538598364,0.5512273212379936,22488.0
2015Q2,C,0.06702457847496016,0.15871151749014345,0.21038503481251572,0.5331348041271705,23842.0
2015Q2,D,0.10743159203980099,0.23662935323383086,0.3019278606965174,0.49556902985074625,12864.0
2015Q2,E,0.14759077730222284,0.30153251415159465,0.3851995029683833,0.4991025818031202,7243.0
2015Q2,F,0.21385402138540213,0.39330543933054396,0.47280334728033474,0.46675964667596465,2151.0
2015Q2,G,0.24839400428265523,0.4346895074946467,0.49678800856531047,0.4582441113490364,467.0
2015Q3,A,0.01197473221642406,0.036034056577863224,0.05075528700906345,0.5497390826695963,18205.0
2015Q3,B,0.0340040386557046,0.08863406894562238,0.12155632482330882,0.5536564257897014,27732.0
2015Q3,C,0.07048312375909993,0.16453415692330317,0.21619236708581513,0.532722994337819,27198.0
2015Q3,D,0.12067984639453848,0.2408618973119044,0.30607310482150474,0.5025600910254587,14062.0
2015Q3,E,0.16275252525252526,0.3220959595959596,0.4107323232323232,0.4914141414141414,7920.0
2015Q3,F,0.23857205050065303,0.4214192424902046,0.5111014366565085,0.43970396168915976,2297.0
2015Q3,G,0.29591836734693877,0.463265306122449,0.5244897959183673,0.42448979591836733,490.0
2015Q4,A,0.013836646963997851,0.0368977252373276,0.05342109976715028,0.5433458713953072,22332.0
2015Q4,B,0.0387551867219917,0.0948271092669433,0.12824343015214384,0.5390318118948825,36150.0
2015Q4,C,0.08135497794876607,0.17587813956397985,0.23008351318382284,0.5296675111820087,31971.0
2015Q4,D,0.13020725745369413,0.2677132823796736,0.3333333333333333,0.5016869792742547,14523.0
2015Q4,E,0.18641540130151843,0.34571583514099785,0.427060737527115,0.4910520607375271,7376.0
2015Q4,F,0.2556681138446696,0.4302942595272552,0.5089242643511819,0.44042450554751567,2073.0
2015Q4,G,0.31422505307855625,0.5074309978768577,0.5711252653927813,0.37791932059447986,471.0
2016Q1,A,0.016779374471682165,0.04209636517328825,0.05790363482671175,0.5760355029585799,23660.0
